Selling_Price,Present_Price,Kms_Driven,Owner,no_year,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Individual,Transmission_Manual
8.00,10.44,100000,1,3,1,0,1,1
5.50,5.88,10000,0,1,0,1,1,1
3.00,3.21,70000,1,8,1,0,1,1
2.20,2.87,40000,0,3,0,1,1,1
1.96,6.52,110000,0,9,0,1,1,1
1.35,6.70,80000,1,12,0,1,1,1
2.99,14.84,16500,0,5,0,1,1,1
3.00,3.92,30000,0,3,0,1,1,1
7.20,9.40,80000,0,3,1,0,1,1
6.50,9.27,50000,2,4,1,0,1,1
3.00,4.28,25000,0,4,0,1,1,1
7.50,8.02,20000,0,1,1,0,1,1
2.60,3.71,60000,0,4,0,1,1,1
3.00,9.98,70000,1,9,1,0,1,1
6.00,11.67,50000,1,6,1,0,1,1
2.75,23.29,100000,1,16,0,1,1,0
2.50,21.17,52000,0,5,0,1,1,1
4.20,8.17,80000,0,6,1,0,1,1
2.35,4.57,50000,0,5,0,1,1,1
11.00,15.69,60000,0,4,1,0,1,1
3.60,3.85,25000,0,1,0,1,1,1
3.80,7.39,50000,1,6,1,0,1,1
6.50,9.27,125000,0,4,1,0,1,1
3.50,4.99,80000,0,4,0,1,1,1
7.00,9.14,70000,0,3,1,0,1,1
2.70,10.26,90000,2,10,1,0,1,1
4.50,5.87,50000,0,3,1,0,1,1
6.30,8.99,101000,0,4,1,0,1,1
2.30,8.74,168000,0,10,1,0,1,1
2.30,8.74,168000,0,10,1,0,1,1
2.70,8.98,40000,0,9,0,1,1,1
1.35,5.86,28900,1,11,0,1,1,1
2.75,11.95,20000,0,8,0,1,1,1
26.25,34.27,9000,0,3,1,0,0,0
51.50,55.08,20000,0,1,0,1,0,0
32.00,41.77,45000,0,3,1,0,0,0
5.03,6.57,110000,0,5,1,0,1,1
38.00,40.64,20000,0,1,1,0,1,0
20.00,28.53,68089,0,4,0,1,0,0
2.25,4.89,58343,0,7,0,1,0,1
7.40,16.09,38817,0,2,1,0,0,1
5.50,7.85,56494,0,4,0,1,0,1
7.50,16.30,79328,1,7,1,0,0,1
6.50,6.95,5621,0,1,0,1,0,0
6.25,8.16,25538,0,3,0,1,0,1
6.00,7.83,69779,0,2,0,1,0,0
4.50,5.87,56290,0,3,1,0,0,1
54.00,57.75,7500,0,1,1,0,0,0
55.00,58.82,8500,0,1,1,0,0,0
7.79,8.33,7032,0,1,0,1,0,0
6.45,9.20,11000,0,4,0,1,0,0
24.75,35.31,2000,0,2,1,0,0,0
6.34,9.04,165000,0,5,1,0,1,1
2.35,3.35,98500,1,8,0,1,1,1
2.75,13.65,98000,2,12,0,1,1,1
7.00,13.62,40000,1,6,1,0,1,1
4.00,8.70,90000,0,7,1,0,1,1
2.15,4.67,90000,2,8,0,1,1,1
1.50,6.52,110000,1,11,1,0,1,1
9.50,41.27,77800,0,2,1,0,1,1
7.30,31.71,100000,0,5,1,0,1,1
1.35,5.86,120000,1,8,1,0,1,1
3.50,4.99,80000,1,4,0,1,1,1
5.35,7.63,21000,1,2,0,1,1,1
4.55,6.49,100000,1,2,0,1,1,1
6.55,7.01,25000,0,1,0,1,1,1
8.00,8.56,30000,2,1,1,0,1,1
11.00,11.76,25000,0,2,0,1,1,0
30.00,42.80,40000,0,4,1,0,1,0
12.25,17.48,160000,0,8,1,0,1,0
3.40,4.85,51492,0,2,0,1,1,1
3.00,9.98,72000,1,9,1,0,1,1
3.70,5.28,60000,0,4,0,1,1,1
3.30,7.17,136000,1,7,1,0,1,1
2.38,4.63,60000,0,6,0,1,1,1
2.00,4.35,90000,0,7,0,1,1,1
3.20,6.23,91000,2,6,1,0,1,1
1.15,5.00,90000,2,11,0,1,1,1
3.20,13.90,50000,1,5,0,1,1,1
2.10,7.98,20000,0,10,0,1,1,1
2.00,6.65,120000,0,9,1,0,1,1
1.35,5.86,150000,1,11,0,1,1,1
3.50,15.20,52000,0,5,1,0,1,1
3.50,6.81,167000,1,6,1,0,1,1
6.80,8.88,40000,0,3,1,0,1,1
2.00,7.60,190000,1,10,1,0,1,1
3.00,4.28,50000,0,4,0,1,1,1
2.70,8.98,70000,1,9,1,0,1,1
2.25,7.48,80000,1,8,0,1,1,1
2.50,12.41,120000,0,12,1,0,1,1
5.90,29.29,40000,1,5,1,0,1,1
2.90,14.40,17000,0,5,0,1,1,1
1.00,3.80,180000,1,10,0,1,1,1
3.95,5.64,50000,0,4,0,1,1,1
1.95,3.79,65000,1,6,0,1,1,1
0.45,1.50,10000,2,9,0,1,1,1
2.70,11.73,70000,1,11,1,0,1,1
6.00,11.67,90000,1,6,1,0,1,1
7.15,13.91,50000,0,5,1,0,1,1
6.00,6.42,10000,0,1,0,1,1,1
8.75,9.36,25000,0,1,1,0,1,1
4.20,13.97,100000,1,9,1,0,1,1
3.25,18.44,70000,1,13,0,1,1,0
3.85,5.03,30000,0,3,0,1,1,1
3.00,4.28,40000,0,4,0,1,1,1
3.35,4.78,135000,0,8,1,0,1,1
3.00,5.84,35000,0,6,0,1,1,1
0.80,6.78,120000,1,16,0,1,1,1
4.00,33.88,120000,0,8,1,0,1,1
1.68,14.23,190000,1,8,1,0,1,1
5.50,7.85,120000,0,4,1,0,1,1
3.20,10.64,175000,2,9,1,0,1,1
3.20,10.64,175000,2,9,1,0,1,1
3.50,11.64,25000,1,9,0,1,1,1
2.80,6.09,80000,0,7,1,0,1,1
5.50,7.18,70000,1,3,1,0,1,1
5.00,6.53,10000,0,2,0,1,1,1
7.00,7.49,6000,0,1,0,1,1,1
3.80,8.26,90000,1,7,1,0,1,1
3.40,7.39,110000,1,8,1,0,1,1
1.60,9.08,120000,2,13,1,0,1,1
7.50,14.59,50000,0,6,1,0,1,1
5.31,10.33,20000,0,2,0,1,1,0
3.00,3.92,35000,0,3,0,1,1,1
3.50,6.81,60000,1,6,1,0,1,1
1.50,5.70,68000,2,10,0,1,1,1
4.50,17.11,30000,0,5,0,1,1,1
16.25,21.21,54000,0,3,1,0,1,1
0.85,5.51,120000,2,14,1,0,1,1
4.50,29.18,30000,0,2,0,1,1,1
3.60,4.70,50000,0,3,1,0,1,1
3.90,3.90,6000,0,0,0,1,1,1
1.45,4.82,50000,1,9,0,1,1,1
5.40,17.96,90000,2,8,1,0,1,1
2.90,14.40,126000,2,12,1,0,1,1
3.00,6.52,90000,0,7,1,0,1,1
5.65,7.38,80000,0,3,0,1,1,1
4.41,14.67,70000,1,9,1,0,1,1
1.80,5.99,80000,1,9,0,1,1,1
2.00,4.35,80000,1,7,0,1,1,1
0.85,6.30,150000,1,15,0,1,1,1
0.68,4.38,110000,2,14,1,0,1,1
7.00,9.99,110000,1,4,1,0,1,1
2.75,10.45,80000,2,10,1,0,1,1
6.00,6.42,20000,0,1,0,1,1,1
2.50,8.32,120000,0,9,1,0,1,1
6.00,8.56,120000,0,4,1,0,1,1
2.00,7.60,80000,1,10,1,0,1,1
4.25,16.16,91500,1,5,1,0,1,1
4.20,15.96,120000,1,8,1,0,1,1
3.21,12.20,100000,1,8,1,0,1,1
3.50,13.30,120000,2,8,1,0,1,1
4.90,6.40,80000,0,3,0,1,1,1
6.80,8.88,90000,0,5,1,0,1,1
2.98,4.25,70000,0,4,0,1,1,1
4.50,14.97,150000,2,9,1,0,1,1
2.50,8.32,40000,0,8,1,0,1,1
10.75,23.37,110000,2,7,1,0,1,0
5.00,6.53,20000,0,3,0,1,1,1
6.81,7.28,10000,0,1,0,1,1,1
6.50,12.65,90000,1,6,1,0,1,1
0.80,3.97,70000,1,12,0,1,1,1
2.90,12.60,120000,0,11,1,0,1,1
2.20,14.27,120000,1,14,1,0,1,1
1.20,5.21,90000,1,11,0,1,1,1
2.30,3.00,80000,0,3,0,1,1,1
1.50,14.52,132478,1,17,1,0,1,1
5.00,9.73,45000,0,6,0,1,1,1
1.75,3.80,120000,0,7,1,0,1,1
7.20,7.70,10000,0,1,0,1,1,1
1.00,1.07,51000,0,8,0,1,1,1
2.50,10.86,105000,1,11,0,1,1,0
8.10,15.76,100000,0,6,1,0,1,1
1.65,6.27,30000,2,10,0,1,1,1
4.10,5.85,60000,1,4,1,0,1,1
4.30,9.35,86000,1,7,1,0,1,1
3.00,6.52,15000,0,5,0,1,1,1
3.50,11.64,137500,2,9,1,0,1,1
4.00,13.30,60000,0,2,0,1,1,1
4.20,5.99,70000,0,4,1,0,1,1
4.30,6.13,5000,0,5,0,1,1,1
5.73,7.48,30000,0,3,0,1,1,1
2.10,2.74,40000,0,5,0,1,1,1
6.00,7.83,60000,0,5,1,0,1,1
1.50,7.45,70000,2,12,0,1,1,1
5.50,5.88,15000,0,1,0,1,1,1
3.20,10.64,110000,1,9,1,0,1,1
0.80,11.56,70000,2,20,0,1,1,1
8.00,8.56,10000,0,1,1,0,1,1
5.00,10.87,60000,0,7,0,1,1,1
2.30,7.65,110000,1,9,1,0,1,1
5.00,10.87,60000,0,7,0,1,1,1
6.30,13.70,35000,0,5,0,1,1,1
1.90,2.71,70000,1,4,0,1,1,1
2.30,7.65,110000,1,9,1,0,1,1
4.50,14.97,100000,1,9,1,0,1,1
0.95,4.72,120000,0,12,0,1,1,1
1.01,4.39,90000,2,11,0,1,1,1
5.00,7.13,70000,1,4,1,0,1,1
10.20,19.85,88000,1,6,1,0,1,1
2.44,4.75,38000,0,8,0,1,1,1
2.50,5.43,90000,1,7,0,1,1,1
6.60,9.42,60000,0,4,0,1,1,1
2.70,10.26,60000,0,10,0,1,1,1
2.80,10.64,156060,0,8,1,0,1,1
10.50,13.71,60000,0,3,1,0,1,1
5.25,6.85,70000,0,3,0,1,1,1
8.50,11.10,35000,0,3,1,0,1,1
11.65,16.62,50000,0,4,1,0,1,1
3.45,4.92,50000,1,8,0,1,1,1
0.95,5.39,100000,1,13,0,1,1,1
2.41,13.67,15000,0,5,0,1,1,1
2.35,13.33,20000,0,5,0,1,1,1
6.15,34.90,80000,0,5,1,0,1,1
3.50,6.81,110000,1,6,1,0,1,1
3.50,6.81,35000,0,6,0,1,1,1
3.80,7.39,35000,0,6,0,1,1,1
4.00,5.22,140000,0,3,1,0,1,1
2.20,8.36,40000,0,10,0,1,1,1
2.70,13.41,110000,2,12,1,0,1,1
2.75,13.65,70000,1,8,0,1,1,1
1.25,5.43,100000,1,11,1,0,1,1
3.60,15.64,20000,0,5,0,1,1,1
5.50,5.88,15000,0,1,0,1,1,1
2.00,6.65,70000,1,9,0,1,1,1
3.27,4.67,20000,0,4,0,1,1,1
4.25,6.06,15000,0,4,0,1,1,1
6.20,8.09,107000,0,3,1,0,1,1
1.30,4.32,54000,1,9,1,0,1,1
1.20,5.21,58000,0,11,0,1,1,1
4.00,13.30,110000,1,9,1,0,1,1
1.85,10.50,90000,2,13,1,0,1,1
2.05,11.63,43000,1,5,0,1,1,1
6.25,8.16,43000,0,3,1,0,1,1
6.00,13.04,60000,0,7,1,0,1,1
1.50,4.99,150000,0,9,0,1,1,1
3.00,3.92,35000,0,3,0,1,1,1
2.30,5.00,46000,0,7,0,1,1,1
2.20,4.78,10000,0,2,0,1,1,1
5.76,8.22,35000,0,4,0,1,1,1
2.65,3.78,50000,0,4,0,1,1,1
3.00,9.98,80000,0,9,1,0,1,1
4.20,5.48,110000,0,3,1,0,1,1
7.50,9.79,14000,0,5,1,0,1,1
2.90,3.79,28000,0,3,0,1,1,1
1.60,5.32,57000,0,9,0,1,1,1
6.95,9.07,50000,0,3,1,0,1,1
10.50,13.71,60000,0,5,1,0,1,1
4.00,8.70,70000,0,7,0,1,1,1
5.00,7.13,40000,0,4,0,1,1,1
1.50,5.70,120000,1,10,1,0,1,1
4.00,5.71,140000,1,4,1,0,1,1
1.20,4.56,100000,1,10,1,0,1,1
4.80,9.34,120000,1,6,1,0,1,1
2.00,4.35,120000,1,7,1,0,1,1
3.00,6.52,64000,1,8,1,0,1,1
3.50,7.61,25000,0,5,0,1,1,1
5.80,6.20,12000,0,1,0,1,1,1
2.00,2.14,70000,1,8,1,0,1,1
7.50,10.70,120000,0,4,1,0,1,1
2.61,3.72,90000,0,4,0,1,1,1
3.71,5.29,40000,0,5,0,1,1,1
3.20,12.16,300000,2,10,1,0,1,1
2.05,7.79,120000,1,8,1,0,1,1
1.10,10.65,90000,1,17,0,1,1,1
1.50,6.52,100000,2,11,1,0,1,1
6.25,8.92,90000,1,4,1,0,1,1
13.00,16.97,50000,1,3,1,0,1,1
9.00,11.75,168000,0,5,1,0,1,1
1.80,6.84,110000,1,10,1,0,1,1
4.21,16.00,120000,1,10,1,0,1,1
2.05,7.79,120000,1,8,1,0,1,1
9.00,11.75,40000,0,3,1,0,1,1
1.65,10.70,110000,1,14,0,1,1,1
2.70,10.26,100000,2,10,1,0,1,1
7.50,9.79,40000,0,3,1,0,1,1
7.50,8.02,30000,0,1,0,1,1,1
0.40,4.43,80000,2,18,0,1,1,1
1.90,6.32,90000,1,9,1,0,1,1
3.95,17.16,200000,2,11,1,0,1,1
8.00,30.41,125000,1,10,1,0,1,1
3.15,10.48,80000,0,9,0,1,1,1
16.00,31.13,44000,1,6,1,0,1,0
4.10,8.91,90000,0,7,1,0,1,1
5.80,12.61,32000,0,2,0,1,1,1
3.40,7.39,70000,0,7,0,1,1,1
2.70,5.87,43000,0,5,0,1,1,1
2.80,3.66,80000,0,3,1,0,1,1
1.30,1.70,60000,0,8,1,0,1,1
2.60,5.06,18945,0,6,0,1,1,1
7.10,13.81,70000,0,2,1,0,1,1
2.05,4.46,100000,2,7,0,1,1,1
3.00,3.92,60000,0,3,0,1,1,1
1.80,7.82,144000,1,11,1,0,1,1
7.00,9.99,120000,0,4,1,0,1,1
3.20,4.57,107825,1,8,1,0,1,1
3.70,3.70,15000,0,0,0,1,1,1
3.40,3.40,10000,0,2,0,1,1,1
10.40,11.12,1620,0,1,0,1,1,1
7.50,8.02,30000,0,2,1,0,1,1
6.00,6.42,70000,0,2,1,0,1,1
5.50,7.85,70000,0,4,1,0,1,1
6.00,13.04,95000,1,7,1,0,1,1
5.50,7.18,50000,0,3,1,0,1,1
7.50,9.79,160000,0,5,1,0,1,1
4.50,4.81,10000,0,1,0,1,1,1
4.00,4.28,100000,2,8,1,0,1,1
5.20,7.42,50000,1,4,1,0,1,1
1.99,4.33,60000,1,7,0,1,1,1
1.50,3.26,110000,0,8,1,0,1,1
5.40,7.70,80000,2,4,1,0,1,1
2.50,8.32,85000,1,9,1,0,1,1
2.00,7.60,90000,1,10,0,1,1,1
1.30,4.32,90000,1,9,1,0,1,1
0.90,5.11,90000,0,13,0,1,1,1
4.50,25.53,120000,1,8,1,0,1,1
2.80,12.16,120000,0,11,1,0,1,1
2.80,15.89,160000,1,13,1,0,1,1
1.20,7.78,141000,1,14,0,1,1,1
2.90,14.40,100000,1,12,1,0,1,1
10.00,10.70,15000,0,1,1,0,1,1
4.15,4.44,108000,0,8,1,0,1,1
4.15,4.44,108000,0,8,1,0,1,1
2.40,2.57,55000,0,5,1,0,1,1
2.50,9.50,37944,0,10,1,0,1,1
1.75,5.82,90400,0,9,1,0,1,1
2.20,10.92,85000,1,12,1,0,1,1
0.85,8.23,120000,2,17,1,0,1,1
6.75,7.22,5000,0,1,0,1,1,1
5.35,7.63,50000,0,4,1,0,1,1
6.75,7.22,5000,0,1,0,1,1,1
8.00,11.41,90000,0,4,1,0,1,1
4.25,6.06,96000,1,8,1,0,1,1
1.50,4.99,80000,2,9,0,1,1,1
0.90,5.11,60000,1,13,0,1,1,1
8.50,48.23,90000,0,5,1,0,1,1
3.30,16.38,193623,1,12,1,0,1,1
8.50,11.10,63186,0,3,1,0,1,1
3.05,15.14,219000,1,12,1,0,1,1
9.10,19.78,110000,1,7,1,0,1,1
11.00,23.91,151000,0,8,1,0,1,1
6.75,7.22,5000,0,1,0,1,1,0
1.50,5.70,91500,0,10,0,1,1,1
5.50,20.91,23000,0,5,1,0,1,1
3.50,13.30,40000,0,8,1,0,1,1
3.00,11.40,70000,0,8,1,0,1,1
17.45,66.33,10000,0,2,1,0,1,0
6.11,11.89,90000,1,6,1,0,1,1
4.00,5.71,68000,0,4,0,1,1,1
7.00,15.22,120000,0,7,1,0,1,1
3.00,6.52,65000,0,7,1,0,1,1
0.65,4.82,85000,0,15,0,1,1,1
2.00,6.65,94000,2,9,0,1,1,1
6.50,21.62,100000,0,5,1,0,1,1
6.50,21.62,80000,0,5,1,0,1,1
3.50,7.61,80000,2,7,1,0,1,1
0.75,2.49,140500,2,9,1,0,1,1
2.40,9.12,143000,0,10,0,1,1,1
2.40,5.22,60000,0,7,0,1,1,1
1.80,5.99,120000,1,9,1,0,1,1
9.00,17.51,80000,1,6,1,0,1,0
4.25,8.27,63000,1,6,1,0,1,1
0.95,4.13,120000,2,11,0,1,1,1
8.11,35.23,100000,0,2,1,0,1,1
11.00,47.79,60000,0,2,0,1,1,1
6.00,13.04,90000,0,7,1,0,1,1
5.50,10.70,50000,1,6,1,0,1,1
7.15,13.91,70000,0,5,1,0,1,1
1.00,6.48,120000,2,14,1,0,1,1
5.00,10.87,195000,0,7,1,0,1,1
3.50,7.61,40000,0,7,0,1,1,1
1.00,4.96,40000,0,12,1,0,1,1
3.25,16.14,120000,0,8,1,0,1,1
2.20,10.92,360003,1,8,0,1,1,1
0.55,9.08,60000,1,21,0,1,1,1
3.30,4.71,20000,0,4,0,1,1,1
4.80,9.34,37000,0,6,1,0,1,1
9.50,18.48,57000,1,2,1,0,1,1
3.00,9.98,110000,1,9,1,0,1,1
1.70,11.02,110000,2,14,0,1,1,1
8.50,18.48,120000,1,7,1,0,1,1
9.00,9.63,8079,0,1,1,0,0,1
13.25,14.17,114368,1,5,1,0,0,1
3.50,3.74,79990,1,8,1,0,0,1
4.25,4.55,81632,0,8,1,0,0,1
6.00,8.56,155201,0,4,1,0,0,1
7.50,14.59,101504,0,6,1,0,0,1
4.50,8.76,90165,0,8,1,0,0,1
3.25,12.35,86017,1,10,1,0,0,1
9.00,19.57,85036,1,7,1,0,0,1
6.00,13.04,125531,1,7,1,0,0,1
11.00,11.76,10000,0,1,0,1,1,1
5.20,6.79,20000,0,3,0,1,1,1
8.85,11.55,170000,0,5,1,0,1,1
9.50,12.40,40000,0,2,1,0,1,0
2.30,11.42,120000,1,12,0,1,1,1
4.10,8.91,100000,2,7,1,0,1,1
3.00,9.98,110000,2,9,1,0,1,1
1.75,8.69,120000,2,12,1,0,1,1
1.08,15.60,206000,2,20,0,1,1,1
4.25,5.55,40000,1,3,0,1,1,1
2.72,9.05,170000,2,9,1,0,1,1
3.10,6.74,70000,0,7,0,1,1,1
11.25,14.69,105000,0,3,1,0,1,1
4.50,8.76,46000,1,6,0,1,1,1
3.88,12.91,80000,1,9,1,0,1,1
4.00,13.30,60000,0,9,0,1,1,1
7.60,25.28,70000,2,5,1,0,1,1
1.20,5.21,90000,0,11,0,1,1,1
7.57,8.10,25000,0,1,1,0,1,1
2.70,2.89,53000,1,5,0,1,1,1
2.50,8.32,90000,1,9,1,0,1,1
8.00,26.61,60000,0,9,1,0,1,1
13.80,26.85,150000,0,6,1,0,1,1
7.00,13.62,24000,0,6,1,0,1,1
4.50,6.42,100000,1,4,1,0,1,1
6.50,9.27,6000,0,2,0,1,1,1
9.50,20.65,49700,0,7,1,0,1,1
6.26,35.52,80000,1,13,1,0,1,1
6.00,6.42,10000,0,1,0,1,1,0
2.90,3.10,21000,0,1,0,1,1,1
2.15,4.67,25000,0,7,0,1,1,1
2.50,3.57,22000,0,4,0,1,1,1
7.50,9.79,50000,0,3,1,0,1,1
2.50,3.57,20000,1,4,0,1,1,1
9.50,12.40,15000,0,3,0,1,1,0
7.93,10.35,30000,0,2,1,0,1,1
7.50,9.79,74000,0,5,1,0,1,1
7.25,9.46,6550,0,3,0,1,1,0
4.80,6.85,30000,0,4,1,0,1,1
37.50,81.52,56000,0,7,1,0,0,0
7.95,17.28,41779,0,2,0,1,0,1
6.25,8.92,54000,0,4,0,1,0,1
29.00,41.37,31000,0,4,1,0,0,0
6.25,8.16,37000,0,3,1,0,1,0
4.40,14.63,90000,1,9,1,0,1,0
14.00,46.56,13534,0,2,0,1,0,1
14.50,18.93,7000,1,3,0,1,0,0
27.00,35.25,23000,0,3,1,0,0,0
19.25,20.59,43000,0,1,1,0,0,0
19.00,19.00,5000,0,0,1,0,0,0
8.45,11.03,70000,0,3,1,0,0,1
6.50,9.27,99000,0,4,1,0,0,0
7.50,10.70,15000,0,2,0,1,0,1
60.00,85.60,28156,0,2,1,0,0,0
6.10,8.70,30000,0,5,0,1,0,1
29.40,41.94,100000,0,2,1,0,0,0
11.50,15.01,63309,0,3,1,0,0,1
18.25,26.04,94000,0,4,1,0,0,0
8.90,12.70,29000,0,2,0,1,0,0
26.25,34.27,9000,0,3,1,0,0,0
51.50,55.08,20000,0,1,0,1,0,0
32.00,41.77,45000,0,3,1,0,0,0
5.03,6.57,110000,0,5,1,0,1,1
38.00,40.64,20000,0,1,1,0,1,0
20.00,28.53,68089,0,4,0,1,0,0
2.25,4.89,58343,0,7,0,1,0,1
7.40,16.09,38817,0,2,1,0,0,1
5.50,7.85,56494,0,4,0,1,0,1
7.50,16.30,79328,1,7,1,0,0,1
6.50,6.95,5621,0,1,0,1,0,0
6.25,8.16,25538,0,3,0,1,0,1
6.00,7.83,69779,0,2,0,1,0,0
4.50,5.87,56290,0,3,1,0,0,1
54.00,57.75,7500,0,1,1,0,0,0
55.00,58.82,8500,0,1,1,0,0,0
7.79,8.33,7032,0,1,0,1,0,0
6.45,9.20,11000,0,4,0,1,0,0
24.75,35.31,2000,0,2,1,0,0,0
26.25,34.27,9000,0,3,1,0,0,0
51.50,55.08,20000,0,1,0,1,0,0
32.00,41.77,45000,0,3,1,0,0,0
5.03,6.57,110000,0,5,1,0,1,1
38.00,40.64,20000,0,1,1,0,1,0
20.00,28.53,68089,0,4,0,1,0,0
2.25,4.89,58343,0,7,0,1,0,1
7.40,16.09,38817,0,2,1,0,0,1
5.50,7.85,56494,0,4,0,1,0,1
7.50,16.30,79328,1,7,1,0,0,1
6.50,6.95,5621,0,1,0,1,0,0
6.25,8.16,25538,0,3,0,1,0,1
6.00,7.83,69779,0,2,0,1,0,0
4.50,5.87,56290,0,3,1,0,0,1
54.00,57.75,7500,0,1,1,0,0,0
55.00,58.82,8500,0,1,1,0,0,0
7.79,8.33,7032,0,1,0,1,0,0
6.45,9.20,11000,0,4,0,1,0,0
24.75,35.31,2000,0,2,1,0,0,0
26.25,34.27,9000,0,3,1,0,0,0
51.50,55.08,20000,0,1,0,1,0,0
32.00,41.77,45000,0,3,1,0,0,0
5.03,6.57,110000,0,5,1,0,1,1
38.00,40.64,20000,0,1,1,0,1,0
20.00,28.53,68089,0,4,0,1,0,0
2.25,4.89,58343,0,7,0,1,0,1
7.40,16.09,38817,0,2,1,0,0,1
5.50,7.85,56494,0,4,0,1,0,1
7.50,16.30,79328,1,7,1,0,0,1
6.50,6.95,5621,0,1,0,1,0,0
6.25,8.16,25538,0,3,0,1,0,1
6.00,7.83,69779,0,2,0,1,0,0
4.50,5.87,56290,0,3,1,0,0,1
54.00,57.75,7500,0,1,1,0,0,0
55.00,58.82,8500,0,1,1,0,0,0
7.79,8.33,7032,0,1,0,1,0,0
6.45,9.20,11000,0,4,0,1,0,0
24.75,35.31,2000,0,2,1,0,0,0
26.25,34.27,9000,0,3,1,0,0,0
51.50,55.08,20000,0,1,0,1,0,0
32.00,41.77,45000,0,3,1,0,0,0
5.03,6.57,110000,0,5,1,0,1,1
38.00,40.64,20000,0,1,1,0,1,0
20.00,28.53,68089,0,4,0,1,0,0
2.25,4.89,58343,0,7,0,1,0,1
7.40,16.09,38817,0,2,1,0,0,1
5.50,7.85,56494,0,4,0,1,0,1
7.50,16.30,79328,1,7,1,0,0,1
6.50,6.95,5621,0,1,0,1,0,0
6.25,8.16,25538,0,3,0,1,0,1
6.00,7.83,69779,0,2,0,1,0,0
4.50,5.87,56290,0,3,1,0,0,1
54.00,57.75,7500,0,1,1,0,0,0
55.00,58.82,8500,0,1,1,0,0,0
7.79,8.33,7032,0,1,0,1,0,0
6.45,9.20,11000,0,4,0,1,0,0
24.75,35.31,2000,0,2,1,0,0,0
3.85,5.03,155000,0,3,1,0,1,1
4.00,5.71,35000,0,4,0,1,1,0
5.50,7.85,50000,0,2,1,0,1,1
2.70,10.26,185000,0,10,1,0,1,1
2.00,4.35,175000,1,7,1,0,1,1
3.10,4.42,11500,0,4,0,1,1,1
7.00,7.49,3000,0,1,1,0,1,1
4.80,5.13,80000,1,5,1,0,1,1
0.90,6.67,40000,1,15,0,1,1,1
0.80,5.93,40000,1,15,0,1,1,1
3.50,25.94,90000,0,5,1,0,1,1
6.00,7.83,100000,0,3,1,0,1,1
3.50,11.64,120000,2,9,1,0,1,1
7.70,25.61,50000,0,2,1,0,1,1
3.50,11.64,25000,0,8,1,0,1,1
6.00,19.96,50000,2,9,1,0,1,1
7.50,10.70,71000,0,4,1,0,1,1
3.40,4.85,40000,0,4,0,1,1,1
6.50,9.27,31800,0,2,0,1,1,1
3.00,5.84,65000,0,6,0,1,1,1
2.05,3.99,15000,1,6,0,1,1,1
2.55,4.96,70000,1,8,1,0,1,1
6.50,8.48,5000,0,3,0,1,1,1
2.80,3.66,50000,1,3,0,1,1,1
1.00,3.33,80000,0,9,1,0,1,1
5.75,11.19,70000,1,6,1,0,1,1
7.80,10.18,40000,0,3,1,0,1,1
4.67,10.15,157000,0,7,1,0,1,1
10.50,22.83,90000,0,5,1,0,1,1
2.25,7.48,80000,1,9,0,1,1,1
2.60,8.65,70000,1,8,1,0,1,1
0.90,3.91,50000,1,11,0,1,1,1
2.80,12.16,60000,0,8,1,0,1,1
3.50,6.81,106000,1,6,1,0,1,1
2.30,14.91,80000,1,14,1,0,1,1
5.50,7.85,80000,1,4,1,0,1,1
8.50,18.48,110000,1,7,1,0,1,1
3.70,12.31,120000,2,9,1,0,1,1
2.50,5.43,27000,0,7,0,1,1,1
0.95,5.39,70000,1,13,0,1,1,1
1.80,6.84,70000,1,10,0,1,1,1
6.50,9.27,50000,0,4,1,0,1,0
5.30,7.56,60000,0,2,1,0,1,1
6.10,7.96,15000,0,3,0,1,1,1
2.65,10.07,135000,0,10,1,0,1,1
5.60,21.29,26300,0,2,0,1,1,1
4.30,8.37,120000,0,6,1,0,1,1
7.11,9.28,35000,0,3,1,0,1,1
5.11,6.67,30000,0,5,0,1,1,1
4.50,5.87,165000,0,8,1,0,1,1
3.25,4.24,50000,0,5,0,1,1,1
4.35,9.46,120000,0,7,1,0,1,1
2.10,7.98,100000,1,10,1,0,1,1
1.60,9.08,120000,1,13,0,1,1,1
6.50,8.48,70000,1,3,0,1,1,1
3.20,6.23,72000,0,6,0,1,1,1
2.90,3.79,50000,0,3,0,1,1,1
0.80,1.74,30000,0,7,0,1,1,1
11.00,14.36,20000,0,3,1,0,1,1
6.00,7.83,110000,0,5,1,0,1,1
3.40,4.44,25000,0,3,0,1,1,1
7.50,14.59,120000,0,6,1,0,1,1
1.00,6.48,40000,0,14,0,1,1,1
3.95,4.22,10000,0,1,0,1,1,1
2.00,7.60,65000,0,10,0,1,1,1
1.80,6.84,110000,1,8,0,1,1,1
1.90,9.43,120000,1,12,1,0,1,1
3.10,15.39,72000,0,5,0,1,1,1
3.51,6.83,89100,1,6,1,0,1,1
1.90,12.32,94000,1,14,0,1,1,1
2.25,14.59,120000,1,5,0,1,1,1
1.30,8.43,110000,0,8,0,1,1,1
10.00,64.85,50000,0,2,1,0,1,1
0.55,4.66,90000,2,16,1,0,1,1
3.30,6.42,23000,0,6,0,1,1,1
1.66,3.61,50000,0,7,0,1,1,1
2.00,4.35,300000,0,7,1,0,1,1
1.40,4.66,50000,2,9,0,1,1,1
7.20,7.70,16000,0,1,0,1,1,0
