Selling_Price,Present_Price,Kms_Driven,Owner,no_year,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Individual,Transmission_Manual
1.9,3.7,139000,1,6,1,0,1,1
4,5.71,80000,0,4,0,1,1,1
1.7,3.31,76000,1,6,1,0,1,1
6.5,6.95,3500,0,1,0,1,1,1
0.6,3.4,62000,1,13,0,1,1,1
3,17.02,110000,1,13,0,1,1,1
1.25,7.09,40000,1,8,0,1,1,1
1.3,2.83,120000,1,7,1,0,1,1
5,10.87,1500000,0,8,1,0,1,1
1.7,5.65,70000,2,9,0,1,1,1
3.1,10.31,77000,1,8,1,0,1,1
1.3,4.32,110000,1,9,0,1,1,1
4.65,6.63,20000,0,4,0,1,1,1
1.6,45.07,90000,2,25,1,0,1,1
8,59.29,120005,1,15,1,0,1,0
2.6,19.27,16830,0,8,0,1,1,1
5,10.87,70000,0,7,1,0,1,1
3.25,4.24,38000,0,3,0,1,1,1
4,8.7,80000,0,7,1,0,1,1
32,69.56,50000,0,2,1,0,1,1
2,11.35,50000,0,13,1,0,1,1
4.5,9.78,52000,0,7,1,0,1,1
2.3,5,50000,0,8,1,0,1,1
3.4,4.85,30000,0,4,0,1,1,1
5.5,10.7,103000,0,6,1,0,1,1
9.75,32.43,93468,1,9,1,0,1,0
38,40.64,20000,0,1,1,0,1,0
2.25,8.55,80000,1,10,0,1,1,1
32.5,123.54,12000,0,2,1,0,1,0
2.8,6.09,70000,0,7,1,0,1,1
7,7.49,4500,0,1,0,1,1,1
2.59,2.77,35000,0,8,1,0,1,1
32,34.22,60000,0,2,1,0,1,0
14,14.97,30000,0,2,1,0,1,1
4.16,4.45,40000,0,5,0,1,1,0
2.5,8.32,70000,0,9,1,0,1,1
2.1,7.98,120000,0,10,1,0,1,1
2.9,14.4,120000,1,12,1,0,1,1
2.2,10.92,90000,0,8,1,0,1,1
2.46,12.21,35000,1,8,1,0,1,1
2.6,12.91,30000,0,2,0,1,1,1
10.5,52.13,70000,0,2,1,0,1,1
2.9,14.4,60000,0,8,1,0,1,1
3.1,6.74,70000,0,7,1,0,1,1
7,15.22,6000,0,2,0,1,1,1
5.5,7.85,20000,0,4,0,1,1,1
4.5,5.87,70000,0,3,1,0,1,1
7.73,11.03,65000,0,4,0,1,1,1
4.5,5.87,25000,0,3,0,1,1,1
4.1,4.39,10000,0,1,0,1,1,1
0.45,4.36,35000,2,17,0,1,1,1
6,11.67,80000,1,6,0,1,1,0
2.5,9.5,63000,0,10,0,1,1,1
0.7,3.48,100000,0,12,1,0,1,1
6.9,7.38,1303,0,1,0,1,0,1
39.75,42.51,31800,0,2,1,0,0,0
51.5,55.08,20000,0,1,0,1,0,0
32,41.77,45000,0,3,1,0,0,0
41,53.52,17000,0,3,0,1,1,0
10,13.05,4295,0,2,0,1,0,1
10,13.05,5229,0,2,0,1,0,1
20,28.53,68089,0,4,0,1,0,0
9.25,13.2,23712,0,2,1,0,0,1
5.5,7.85,56494,0,4,0,1,0,1
4.3,6.13,16589,0,2,0,1,0,1
7.5,16.3,79328,1,7,1,0,0,1
6.75,9.63,53201,1,4,0,1,0,1
5.7,7.44,25272,0,3,0,1,0,1
8.5,11.1,53619,0,3,1,0,0,1
54,57.75,7500,0,1,1,0,0,0
55,58.82,8500,0,1,1,0,0,0
7.79,8.33,7032,0,1,0,1,0,0
6.4,6.84,6001,0,2,0,1,0,1
2.5,5.43,80000,0,7,1,0,1,1
12.5,27.17,12000,0,2,1,0,1,1
8.89,11.6,25000,0,3,0,1,1,1
7.5,9.79,40000,1,3,1,0,1,1
3.2,12.16,130000,2,10,1,0,1,1
6,19.96,202000,0,9,1,0,1,1
10,33.26,40000,0,2,1,0,1,1
1.1,15.89,70000,2,20,0,1,1,1
2.5,12.41,120000,1,12,0,1,1,1
6,29.79,60000,0,5,1,0,1,1
1.65,7.17,60000,0,11,0,1,1,1
1.18,9.99,60000,1,16,0,1,1,1
7,9.99,78000,0,4,1,0,1,1
5.85,12.72,80000,1,7,1,0,1,1
1.2,7.78,120000,2,14,0,1,1,1
0.65,6.29,90000,2,17,0,1,1,1
1.5,9.73,100000,1,14,0,1,1,1
1.5,6.52,70000,2,11,0,1,1,1
1.7,14.4,160000,2,16,1,0,1,1
2.5,16.21,120000,2,14,1,0,1,1
1,7.41,100000,2,15,1,0,1,1
5.99,13.02,60000,1,7,1,0,1,1
2.5,9.5,135000,2,10,1,0,1,1
5.7,8.13,90000,0,4,0,1,1,1
4.4,9.57,75000,1,7,1,0,1,1
3,22.23,185000,1,15,1,0,1,1
3,22.23,71717,1,5,0,1,1,0
5,16.63,150000,1,9,1,0,1,0
6.6,9.42,55000,0,4,1,0,1,1
2.56,3.65,90000,1,8,0,1,1,1
4.1,5.85,35000,0,2,0,1,1,1
18.88,26.94,120000,1,5,1,0,1,1
2.8,12.16,40000,2,11,0,1,1,0
3,11.4,100000,0,10,1,0,1,1
9,12.84,120000,0,4,1,0,1,1
1.9,3.7,60000,0,6,0,1,1,1
8,8.56,2000,0,1,1,0,1,1
4.5,4.81,100000,0,8,1,0,1,1
4,4.28,110000,0,5,1,0,1,1
1.5,6.52,90000,1,11,1,0,1,1
2,6.65,84321,0,9,1,0,1,1
6,13.04,177000,0,7,1,0,1,1
1.75,6.65,60000,0,10,1,0,1,1
0.99,4.92,205000,1,12,1,0,1,1
2.15,10.67,70000,1,12,0,1,1,1
1.9,6.32,70000,2,9,0,1,1,1
5.2,11.3,126000,1,7,1,0,1,1
22.8,32.53,120000,1,4,1,0,1,0
2.85,4.07,70000,0,5,1,0,1,1
6.6,8.62,82000,0,3,1,0,1,1
0.32,2.67,110000,2,16,0,1,1,1
5.15,43.62,45000,1,5,0,1,1,1
2.95,24.99,70000,1,8,1,0,1,1
7,59.29,80000,1,5,1,0,1,1
11,14.36,45000,0,3,1,0,1,1
3,3.92,60000,0,3,0,1,1,1
4.5,9.78,41800,0,7,0,1,1,1
1.35,5.13,132000,1,10,0,1,1,1
7,9.14,50000,1,3,1,0,1,1
2.5,3.26,40000,0,8,1,0,1,1
1.4,6.08,96000,1,11,0,1,1,1
2.5,10.86,117000,0,8,1,0,1,1
2.1,6.98,110000,1,9,0,1,1,1
4.2,8.17,100000,1,6,1,0,1,1
1.3,7.38,88700,2,13,0,1,1,1
3.2,18.16,70000,1,8,0,1,1,1
2,7.6,110000,1,10,0,1,1,1
3.1,4.42,15000,0,4,0,1,1,1
2,2.85,80000,1,8,1,0,1,1
3.5,6.81,50000,0,6,0,1,1,1
4.44,8.64,15000,0,2,0,1,1,1
3,3.92,25000,0,3,0,1,1,1
2.25,7.48,57000,1,9,1,0,1,1
6,19.96,75000,0,8,1,0,1,1
2.6,5.65,26000,0,7,0,1,1,1
3.75,8.15,160000,0,5,1,0,1,1
2.6,5.65,26000,0,7,0,1,1,1
1.5,5.7,120000,1,10,0,1,1,1
1.1,2.14,50000,1,6,0,1,1,1
2.25,4.38,40000,0,8,0,1,1,1
4,13.3,90000,2,9,1,0,1,1
0.93,6.89,120000,2,15,0,1,1,1
8.6,11.23,28000,0,3,0,1,1,1
6.5,8.48,50000,0,2,1,0,1,1
6.5,12.65,90000,0,6,1,0,1,1
7.1,10.13,40000,0,4,1,0,1,1
4.3,5.61,113000,0,3,1,0,1,1
3.05,10.14,188000,1,9,1,0,1,1
2.2,7.32,100000,0,9,1,0,1,1
1.5,5.7,225000,2,10,1,0,1,1
6.6,8.62,67000,1,3,1,0,1,1
1.4,4.66,70000,2,9,1,0,1,1
11,36.59,50000,0,5,0,1,1,1
24.5,53.26,60000,0,7,1,0,1,0
6.25,8.16,34000,0,3,1,0,1,0
1.98,16.77,110000,2,16,0,1,1,1
0.6,7.59,71000,1,19,0,1,1,1
1.3,9.63,140000,1,15,0,1,1,1
5.4,40.02,100000,1,8,0,1,1,1
5.5,7.18,10000,0,3,0,1,1,0
4.75,6.2,30000,0,2,0,1,1,1
28.25,36.88,22000,0,3,1,0,0,0
21.25,21.25,5500,0,0,1,0,0,1
33.5,33.5,18000,0,2,1,0,0,0
18,18,20000,0,2,1,0,0,0
5.4,5.4,7000,0,2,0,1,0,1
9.1,9.1,20000,0,2,1,0,0,1
4.85,5.19,4875,0,1,0,1,0,1
19.5,19.5,2700,0,0,1,0,0,0
9.5,9.5,58511,0,2,1,0,0,1
3.65,3.65,105000,0,5,1,0,0,1
9,9,26235,0,2,1,0,0,1
9.2,12.01,26766,0,3,1,0,0,1
19,19,1600,0,0,0,1,0,0
29.5,29.5,46000,0,2,1,0,0,1
10.75,11.5,23000,0,1,1,0,0,1
6,7.83,24522,0,3,0,1,0,1
32,41.77,13663,0,3,1,0,0,0
26,27.81,11000,0,1,1,0,0,0
8.39,11.97,63000,0,4,1,0,0,1
6.35,6.79,2000,0,1,0,1,0,1
5.5,10.7,300000,2,6,1,0,1,1
1.8,5.99,190000,2,9,1,0,1,1
6.5,21.62,80000,0,5,1,0,1,1
3.5,11.64,80000,1,9,0,1,1,1
2.65,8.81,54000,0,5,0,1,1,1
3.3,10.98,30000,0,2,0,1,1,1
3.95,4.22,5000,0,1,0,1,1,1
7,7.49,58945,0,5,1,0,1,1
3,3.21,90000,0,8,1,0,1,1
6.5,21.62,375000,0,9,1,0,1,1
6.25,13.59,160000,2,7,1,0,1,1
4.25,8.27,80000,1,6,1,0,1,1
0.55,4.66,50000,2,16,0,1,1,1
2.5,21.17,80000,1,5,1,0,1,1
4.6,38.96,156975,0,5,1,0,1,1
15.94,20.81,5000,0,3,1,0,1,1
3,5.84,50000,0,6,0,1,1,1
9.5,18.48,27620,0,2,1,0,0,1
4.85,10.54,120000,0,7,1,0,1,1
1.61,6.99,120000,2,11,1,0,1,1
5,21.72,58000,0,5,0,1,1,1
3.5,15.2,50000,0,8,0,1,1,1
5.5,7.18,40000,0,3,0,1,1,0
8.5,11.1,7800,0,2,0,1,1,1
2.4,3.42,50000,0,4,0,1,1,1
9.5,31.6,68000,0,9,1,0,1,1
4.23,14.07,60000,1,5,0,1,1,1
0.9,6.67,74000,1,15,0,1,1,1
3.5,11.64,58000,1,9,1,0,1,1
1.7,5.65,70000,2,9,0,1,1,1
4.5,14.97,70000,0,5,0,1,1,1
1.5,6.52,110000,1,11,0,1,1,1
0.75,8.3,80000,2,18,0,1,1,1
5.11,7.29,80000,0,4,1,0,1,1
8.5,12.13,59000,0,2,1,0,1,1
2.5,3.57,110000,0,2,1,0,1,1
4.2,4.2,25000,0,0,0,1,1,1
1.8,3.5,55000,0,6,0,1,1,1
4,7.78,25000,0,5,1,0,1,1
1.5,6.52,300000,0,11,1,0,1,1
5,7.13,143200,0,4,1,0,1,1
16.9,22.06,60000,0,3,1,0,1,1
2.05,2.68,120000,0,8,1,0,1,1
4.6,8.95,145000,1,6,1,0,1,1
6,7.83,30000,0,3,0,1,1,1
5.85,6.26,8000,0,1,0,1,1,1
5.51,5.89,170000,0,8,1,0,1,1
5.25,11.41,100000,0,7,1,0,1,1
1.6,3.48,62000,0,8,0,1,1,1
8.25,16.05,110000,0,6,1,0,1,1
6,34.04,80000,1,5,1,0,1,1
0.65,7.19,80000,1,18,0,1,1,1
5.5,11.96,100000,0,7,1,0,1,1
6.5,14.13,120000,0,5,1,0,1,1
7.5,8.02,24000,0,1,1,0,1,1
3.8,4.96,80000,0,3,1,0,1,1
4,5.22,138000,0,8,1,0,1,1
0.5,4.84,147000,2,17,0,1,1,1
7.5,9.79,60000,0,3,1,0,1,1
1.5,4.99,80000,0,9,0,1,1,1
2.45,3.5,50000,0,4,0,1,1,1
2.6,5.65,189000,0,7,1,0,1,1
4.11,8,90000,1,6,1,0,1,0
4.5,8.76,56000,0,6,1,0,1,1
13,25.29,140000,1,8,1,0,1,0
3.51,5.01,60000,0,4,0,1,1,1
5.5,7.85,130000,0,8,1,0,1,1
13,28.26,140000,1,7,1,0,1,0
2.6,5.65,189000,0,7,1,0,1,1
4.11,8,90000,1,6,1,0,1,0
4.5,8.76,56000,0,6,1,0,1,1
13,25.29,140000,1,8,1,0,1,0
3.51,5.01,60000,0,4,0,1,1,1
5.5,7.85,130000,0,8,1,0,1,1
13,28.26,140000,1,7,1,0,1,0
7.5,10.7,35000,0,4,1,0,1,1
8,11.41,35000,0,5,1,0,1,1
3.5,11.64,156000,0,9,1,0,1,1
2,4.35,90000,0,7,0,1,1,1
1.5,7.45,60000,2,12,1,0,1,1
8,11.41,36000,0,4,1,0,1,1
3.5,4.57,20000,1,3,0,1,1,1
3.5,11.64,160000,0,9,1,0,1,1
2.5,16.21,185000,0,14,1,0,1,1
1.7,6.46,110000,1,10,1,0,1,1
3.95,15.01,10800,0,2,0,1,1,1
4.5,17.11,120000,0,8,1,0,1,1
5,5.35,15000,0,1,0,1,1,1
2,2.14,67500,0,8,1,0,1,1
12,15.66,30000,0,3,1,0,1,1
4,5.71,50000,0,4,1,0,1,1
6.5,9.27,100000,0,4,1,0,1,1
5.5,7.85,150000,0,4,1,0,1,1
11,15.69,110000,0,5,1,0,1,1
2.55,3.64,30000,0,8,0,1,1,1
1.8,5.99,60000,0,9,0,1,1,1
1.6,6.08,255000,1,10,1,0,1,1
2.25,11.17,120000,1,12,1,0,1,1
2.7,13.41,49900,1,5,0,1,1,1
3.1,15.39,86000,0,8,1,0,1,1
2.25,11.17,71850,0,5,0,1,1,1
3,14.89,95000,2,5,1,0,1,1
2.5,12.41,70000,2,12,0,1,1,1
1.8,5.99,35000,0,9,0,1,1,1
5.5,18.29,50000,0,5,0,1,1,1
3,17.02,120000,2,13,1,0,1,1
9,51.07,145000,0,5,1,0,1,1
2.55,14.47,190000,2,8,1,0,1,1
15.3,86.81,40000,0,2,1,0,1,1
5.9,33.48,110000,0,5,1,0,1,1
26,33.94,70000,0,3,1,0,1,0
4.75,6.78,110000,0,4,1,0,1,1
7,9.99,29000,0,2,1,0,1,1
3.76,12.51,60000,0,9,0,1,1,1
1,11.06,120000,2,18,0,1,1,1
0.75,6.35,46000,2,16,0,1,1,1
4.4,37.27,120000,2,8,1,0,1,0
3.9,5.56,80000,0,4,0,1,1,1
7.25,10.34,159000,1,8,1,0,1,1
3.25,4.64,110000,1,8,1,0,1,1
1.7,6.46,75000,1,10,0,1,1,1
2.15,8.17,120000,2,10,1,0,1,1
3.5,13.3,110000,2,10,0,1,1,1
0.8,3.48,80000,2,11,0,1,1,1
1.95,8.47,80000,1,8,0,1,1,1
2.8,9.31,85000,0,9,1,0,1,1
3.35,6.52,71000,0,6,1,0,0,1
4.75,15.8,108000,0,9,1,0,0,1
4.85,16.13,75000,0,5,1,0,0,1
6.5,21.62,22000,1,2,0,1,1,1
18.5,35.99,76131,0,6,1,0,1,0
7,13.62,30000,1,2,0,1,1,1
30,58.37,65000,0,6,1,0,1,0
9,17.51,60000,0,2,1,0,1,1
3.5,7.61,80000,0,7,1,0,1,1
2.85,21.12,80000,1,15,0,1,1,0
18.5,137.1,70000,0,8,1,0,1,0
7.5,9.79,51777,0,3,1,0,0,1
16.5,35.87,64788,0,7,1,0,0,0
6,13.04,20000,0,2,0,1,1,1
5.65,12.28,19000,0,2,0,1,1,1
0.86,12.43,46951,0,20,0,1,1,1
3.29,4.69,19000,0,4,0,1,1,1
6.5,9.27,50000,0,4,1,0,1,1
8.22,11.73,60000,0,5,1,0,1,1
3.45,7.5,100000,1,7,1,0,1,1
0.3,3.79,10000,0,19,0,1,1,1
3.3,41.72,50000,1,8,1,0,1,1
3,5.84,74537,1,6,0,1,1,1
2,8.69,90000,1,11,0,1,1,0
2,8.69,80000,1,8,1,0,1,1
0.9,3.42,70000,1,10,0,1,1,1
2,7.6,80000,1,10,0,1,1,1
5.5,7.85,35000,0,4,1,0,1,1
2.5,3.57,23500,0,5,0,1,1,1
9.75,12.73,82000,0,3,1,0,1,1
9,17.51,100000,1,6,1,0,1,1
6.1,11.87,15000,0,2,0,1,1,1
6.2,8.09,30000,0,3,1,0,1,1
4,5.71,30000,0,4,0,1,1,1
5,5.35,11000,0,1,0,1,1,1
2,2.61,140000,0,3,0,1,1,1
3.6,5.14,110000,0,4,1,0,1,1
2.52,3.6,48000,0,8,0,1,1,1
2.8,3.99,70000,1,8,1,0,1,1
5.1,7.28,70000,1,2,0,1,1,1
10.5,14.98,58000,0,4,1,0,1,1
0.6,4.45,90000,1,15,0,1,1,1
3.2,12.16,40000,1,10,1,0,1,1
5.2,11.3,110000,0,7,1,0,1,1
2.5,14.19,80000,1,13,1,0,1,1
7.25,9.46,60000,0,3,1,0,1,1
5.85,7.64,50000,0,5,1,0,1,1
4.3,5.61,25000,0,3,0,1,1,1
2.35,7.82,100000,1,9,1,0,1,1
3.5,11.64,52000,2,8,1,0,1,1
1.31,4.98,80000,2,10,0,1,1,1
4.5,6.42,85000,0,4,1,0,1,1
7.5,10.7,83000,0,4,1,0,1,1
2,4.35,50000,0,7,0,1,1,1
1.25,5.43,120000,2,11,0,1,1,1
5,9.73,100000,0,6,1,0,1,1
3.8,7.39,70000,2,8,1,0,1,1
1.28,6.35,19000,0,12,0,1,1,1
2.5,10.86,68600,2,11,0,1,1,1
6.9,9.01,60000,0,3,1,0,1,1
6.5,12.65,65000,1,6,1,0,1,1
5.6,10.9,40000,1,8,0,1,1,1
1.2,2.33,160000,1,8,1,0,1,1
4,5.71,25000,0,4,0,1,1,1
2,2.85,29500,0,8,0,1,1,1
9.5,13.55,13887,0,2,0,1,1,1
3,4.28,50000,1,4,0,1,1,1
3.15,4.49,30000,1,4,0,1,1,1
2.2,3.14,100000,0,8,0,1,1,1
1.3,4.32,60000,1,9,0,1,1,1
5.95,8.49,60000,1,4,1,0,1,1
1.1,3.66,120000,0,9,1,0,1,1
6.8,8.88,13500,0,3,0,1,1,1
2.8,6.09,52000,0,7,1,0,1,1
5.3,6.92,30000,1,3,0,1,1,1
6.1,7.96,14000,0,3,0,1,1,1
5,9.73,90000,1,6,1,0,1,1
5,9.73,50000,0,2,1,0,1,1
2.5,9.5,120000,1,10,1,0,1,1
3.25,12.35,10000,0,2,0,1,1,1
5.5,20.91,10000,0,2,0,1,1,1
7.2,27.37,25000,0,2,0,1,1,1
9.5,12.4,20000,0,3,0,1,1,1
3.5,7.61,60000,0,7,1,0,1,1
5,10.87,40000,0,2,0,1,1,1
3.8,8.26,60000,0,8,1,0,1,1
3.8,8.26,50000,0,5,0,1,1,0
9,11.75,20000,0,3,0,1,1,1
2.95,3.85,35000,0,3,0,1,1,1
6.4,9.13,40000,0,4,1,0,1,1
7.9,11.27,60000,0,2,1,0,1,1
6.25,8.92,20000,0,5,0,1,1,1
6.04,7.88,30000,1,3,0,1,1,1
3.15,4.11,29000,0,5,0,1,1,1
9.5,10.16,17000,0,1,1,0,1,1
4,5.22,50000,0,3,0,1,1,1
7,9.14,42000,0,2,0,1,1,0
7,23.28,120000,1,9,1,0,1,1
2.6,8.65,110000,0,8,1,0,1,1
2,6.65,90000,0,8,1,0,1,1
5.8,5.8,70000,0,0,0,1,1,1
3.3,10.98,66000,1,9,1,0,1,1
4,13.3,70000,2,9,1,0,1,1
13.5,44.9,5000,0,2,0,1,1,0
2.5,4.86,50000,1,6,1,0,1,1
7.25,7.75,25000,0,1,0,1,1,1
3,6.52,70000,0,7,1,0,1,1
1.2,7.78,40000,1,14,0,1,1,1
11.75,16.76,110000,0,4,1,0,1,1
3.8,16.51,150000,0,11,1,0,1,1
4,7.78,45000,0,6,1,0,1,1
1.4,10.38,90000,2,15,1,0,1,1
2.3,7.65,140000,1,9,1,0,1,1
1.1,10.65,83000,1,17,0,1,1,1
5.5,18.29,106000,1,9,1,0,1,0
1.5,7.45,60000,2,12,0,1,1,1
2.65,3.46,40000,1,3,0,1,1,1
3,9.98,138000,2,9,0,1,1,1
2.8,9.31,80000,0,5,0,1,1,1
1.3,9.63,50000,1,15,0,1,1,1
3.5,25.94,50000,0,5,0,1,1,1
2,8.69,120000,0,11,0,1,1,1
5.5,23.89,24400,0,2,0,1,1,1
4,8.7,60000,1,7,1,0,1,1
1.7,6.46,120000,1,10,0,1,1,1
6,22.81,60000,1,5,1,0,1,1
1.3,4.32,100000,1,9,0,1,1,1
1,3.33,120000,1,9,0,1,1,1
3.1,4.42,27500,0,4,0,1,1,1
0.35,1.99,10000,0,13,0,1,1,1
2,7.6,120000,2,10,0,1,1,1
2.7,11.73,70000,1,11,1,0,1,1
6.5,28.24,80000,0,5,1,0,1,1
2.1,4.57,120000,0,7,0,1,1,1
5.1,11.09,90000,0,5,1,0,1,1
2.3,5,70000,0,7,1,0,1,1
4.1,7.98,188000,1,6,1,0,1,1
1.3,4.32,67840,0,9,0,1,1,1
0.95,2.07,30000,0,7,0,1,1,1
2.25,3.21,35000,1,4,0,1,1,1
2.57,9.77,150000,1,10,1,0,1,1
7.75,10.12,100000,0,3,1,0,1,1
4.2,5.48,30000,0,3,0,1,1,1
4.8,6.85,70000,0,4,0,1,1,1
2,19.36,149032,0,17,1,0,1,1
2.6,9.88,380000,1,10,1,0,1,1
2.1,6.98,84050,0,9,0,1,1,1
6,19.96,15000,0,2,0,1,1,1
1.4,6.08,140000,1,11,1,0,1,1
1.3,4.94,120000,2,10,0,1,1,1
1.95,11.06,112880,0,13,1,0,0,1
2.1,4.57,135000,1,7,1,0,0,1
1.3,8.43,80000,2,14,0,1,1,1
1.41,9.14,128000,2,8,0,1,1,1
2.8,9.31,120000,0,9,1,0,1,1
3.5,13.3,30000,0,10,0,1,1,0
5.75,21.86,70000,0,2,0,1,1,1
5.5,20.91,41000,0,5,0,1,1,1
4.2,13.97,28100,0,9,0,1,1,1
1.2,7.78,30000,1,14,0,1,1,1
3.2,20.75,30000,0,5,0,1,1,1
2.5,8.32,35000,0,9,0,1,1,1
3,11.4,22000,0,10,0,1,1,1
2.5,16.21,70000,0,14,0,1,1,1
1.2,8.89,100000,1,15,0,1,1,1
7.5,55.58,70000,0,2,1,0,1,1
1.51,11.19,200000,1,15,1,0,1,1
3,9.98,120000,0,9,1,0,1,1
5.77,6.17,3000,0,1,0,1,1,1
2.3,2.46,50000,0,8,0,1,1,1
5,10.87,50000,0,7,1,0,1,1
8.4,8.98,1500,0,1,0,1,1,0
9,11.75,74000,0,3,1,0,1,1
6.5,8.48,25000,0,3,0,1,1,1
6.5,9.27,61915,0,4,1,0,1,1
2.5,3.57,110000,0,4,0,1,1,1
5.5,7.85,70000,0,4,1,0,1,1
2.5,14.19,150000,2,13,1,0,1,1
3.5,7.61,110000,1,7,1,0,1,1
1.85,3.6,90000,1,6,1,0,1,1
2.3,8.74,120000,2,10,0,1,1,1
10,14.27,65000,0,4,1,0,1,1
4.9,5.24,10000,0,1,0,1,1,1
1.5,6.52,80000,1,11,0,1,1,1
6,13.04,184000,0,7,1,0,1,1
0.6,4.45,70000,1,15,0,1,1,1
1.5,7.45,89000,1,12,0,1,1,1
3.35,6.52,33033,0,6,0,1,0,1
5.25,11.41,69000,1,7,1,0,1,1
4.65,10.11,63063,0,5,0,1,0,0
0.83,1.8,90000,1,8,1,0,1,1
3,3.92,8000,0,3,0,1,1,1
3.5,4.57,35000,0,8,0,1,1,1
3,9.98,45000,0,9,0,1,1,1
2.5,8.32,30000,0,9,1,0,1,1
1.15,7.46,59000,1,14,0,1,1,1
7,45.39,6200,0,2,0,1,1,1
2.5,2.5,120000,1,0,0,1,1,1
3.5,4.99,70000,0,4,0,1,1,1
0.8,15.1,70000,0,22,0,1,1,1
8.5,11.1,110000,0,3,1,0,1,1
0.7,5.93,158000,0,16,0,1,1,1
0.9,5.11,93000,2,13,0,1,1,1
6,11.67,110000,0,6,1,0,1,1
1.35,7.66,57000,0,13,0,1,1,1
1.5,11.12,120000,0,15,0,1,1,1
2.59,19.19,35000,0,8,1,0,1,1
2.2,16.3,90000,0,8,1,0,1,1
2.46,18.23,35000,1,8,1,0,1,1
2.4,10.43,120000,0,11,0,1,1,1
9.46,41.1,60000,0,2,1,0,1,1
2.15,7.15,70000,0,9,1,0,1,1
0.5,8.26,60000,2,21,0,1,1,1
3.1,6.74,100000,0,7,1,0,1,1
2.2,10.92,35000,0,12,0,1,1,1
1.95,9.68,90000,2,12,1,0,1,1
6.5,32.27,50000,0,5,0,1,1,1
3.5,11.64,98000,0,9,0,1,1,1
3.6,7.83,30000,0,7,0,1,1,1
5.5,11.96,50000,1,7,0,1,1,1
4.9,6.99,26000,0,4,0,1,1,1
1.95,6.49,46000,1,9,0,1,1,1
1.25,4.75,80000,2,10,0,1,1,1
4.6,4.92,10000,0,1,0,1,1,1
2.75,2.94,16700,0,5,0,1,1,1
6.8,7.27,70000,0,2,1,0,1,1
6,6.42,7967,0,5,0,1,1,1
7.2,7.7,20000,0,2,0,1,1,1
2.95,9.81,50000,0,9,1,0,1,1
3.56,5.08,9656,0,4,0,1,1,1
2.25,7.48,50000,0,9,0,1,1,1
7.25,7.75,17000,0,1,1,0,1,1
1.3,4.94,50000,0,10,0,1,1,1
3,11.4,10000,0,5,0,1,1,1
4,8.7,43000,1,7,0,1,1,1
5.5,11.96,50000,0,7,1,0,1,1
1.2,7.78,90000,1,14,0,1,1,1
4.1,26.59,100000,1,8,1,0,1,1
1.1,4.18,80000,1,10,0,1,1,1
4.5,17.11,120000,0,8,1,0,1,1
6.1,6.52,5000,0,1,0,1,1,1
5.15,7.35,68609,0,4,1,0,0,1
9.25,13.2,33360,0,2,1,0,0,1
8.6,9.2,14317,0,1,0,1,0,1
2.25,2.41,87237,1,8,1,0,0,1
5,6.53,62960,0,3,1,0,0,1
6,7.83,26634,0,3,0,1,0,0
1.95,2.55,163720,0,8,1,0,0,1
2.65,3.46,67998,0,8,0,1,0,1
6.5,8.48,20706,0,2,1,0,0,1
4.15,5.42,100581,0,5,1,0,0,1
6,7.83,67303,0,5,1,0,0,1
3.4,7.39,79139,0,7,0,1,0,1
3.5,6.81,84784,0,6,1,0,0,1
2.65,5.16,130376,1,8,1,0,0,1
6.25,8.16,72000,0,3,1,0,1,1
2.45,12.16,127000,1,12,1,0,1,1
3.95,7.69,120000,0,6,1,0,1,1
1.9,7.22,120000,1,10,1,0,1,1
4.9,9.53,100000,0,6,1,0,1,1
4.5,8.76,148000,1,8,1,0,1,1
9.55,18.58,40000,0,2,1,0,1,1
5.25,11.41,110000,0,7,1,0,1,1
5.5,7.18,30000,0,3,0,1,1,1
2,3.89,120000,1,6,1,0,1,1
5,6.53,15000,0,3,0,1,1,1
8.25,11.77,33500,0,4,1,0,1,1
2.5,3.57,70000,0,8,1,0,1,1
6,8.56,10000,0,5,0,1,1,1
13.25,18.9,22053,0,2,1,0,1,1
7.7,10.99,50000,0,4,1,0,1,1
4.15,13.8,78432,0,9,1,0,1,1
8.25,27.44,125000,1,9,1,0,1,1
5.3,17.63,80000,0,2,1,0,1,1
4.25,27.56,270000,2,14,1,0,1,1
3.1,20.1,50000,1,8,0,1,1,1
3.9,5.09,20000,0,3,0,1,1,1
7,9.99,30000,0,4,0,1,1,1
2,7.6,70000,1,10,0,1,1,1
10.5,22.83,7200,0,7,1,0,1,1
5.8,11.28,97000,0,6,1,0,1,1
2,3.89,60000,1,6,0,1,1,1
2.45,5.33,25000,0,7,0,1,1,1
2.1,7.98,94000,1,10,0,1,1,1
0.5,3.71,90000,1,15,0,1,1,1
7,51.88,50000,1,8,1,0,1,0
6.6,7.06,35000,0,1,1,0,1,1
6.3,6.74,117500,1,5,0,1,1,1
9.5,10.16,78500,0,8,1,0,1,1
7.4,7.91,8000,0,2,0,1,1,1
5.7,7.44,25000,0,3,0,1,1,1
4.5,5.87,60000,2,8,1,0,1,1
3.9,4.17,10000,0,1,0,1,1,1
1.8,7.82,70000,1,11,0,1,1,1
1.3,5.65,60000,0,5,0,1,1,1
2.7,17.51,70000,1,14,0,1,1,1
0.6,12.94,25000,2,23,0,1,1,1
